item,projeto_id_fiotec,titulo_projeto,objetivo_geral,coordenador_geral,coordenacao,numero_processo,tipo_instrumento_contratual,parceiro,categoria_teds,numero_instrumento_contratual,natureza_projeto,data_inicio_vigencia,data_fim_vigencia,eixo_mapa_estrategico_fiocruz,valor_total_projetos,recurso_liberado,recurso_a_receber,total_realizado,total_comprometido,saldo_total_atual,saldo_calculado,diferenca_saldo,percentual_realizado_sobre_liberado,percentual_receber_sobre_total
38,GEREB-031-FIO-24,Formação De Lideranças Sociais De São Paulo Para Participação E Controle Social Em Defesa Do Sus: Troca De Saberes E O Protagonismo Das Mulheres,"Fortalecer O Processo Formativo Embasado Nos Princípios Da Educação Popular Em Saúde, Como Meio Para Promover A Participação E O Controle Social, Utilizando O Acolhimento E A Troca De Saberes Como Estratégias Para A Ressignificação E O Protagonismo Das Lideranças Comunitárias, Conselheiras E Conselheiros De Saúde, Especialmente As Mulheres, Na Luta Em Defesa Do Sus, No Estado De São Paulo.",Osvaldo Peralta Bonetti,ANGICOS,25027.000264/2024-71,EMENDA PARLAMENTAR,DEP. JULIANA CARDOSO,,44020014,Ensino,2024-07-12,2027-07-12,"Ciência, Tecnologia, Saúde E Sociedade",4875000.00,3505066.94,1725000.00,2874960.67,400250.00,229856.27,229856.27,0.00,82.02,35.38
39,GEREB-030-FIO-24,Cartografando As Pautas Da Saúde No Percurso De Fortalecimento Do Sus,Contribuir Com A Produção Do Conhecimento Acerca Das Pautas Legislativas Implicadas Com O Fortalecimento Do Sus.,Osvaldo Peralta Bonetti,ANGICOS,25027.000266/2024-61,EMENDA PARLAMENTAR,DEP. ANA PIMENTEL,,43020022,Ensino,2024-07-12,2026-12-12,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",300000.00,325019.21,1000.00,212418.91,50900.00,61700.30,61700.30,0.00,65.36,0.33
40,GEREB-035-FIO-24,"Protagonismo Jovem - Feiras, Hortos, Saúde Integral, Cultura, Comunicação E Mobilização Social","Promover O Protagonismo Jovem Integrando Práticas Nos Territórios Sociais Do Df E Ações Comunicacionais - Como As Feiras E Hortos Podem Ser Instrumentos De Promoção Da Saúde Integral, Da Cultura E Da Comunicação No Distrito Federal?",André Vinícius Pires Guerrero,NUSMAD,25027.000257/2024-70,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260008,Ensino,2024-07-16,2026-07-16,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",300000.00,316700.60,1000.00,316172.12,0.00,528.48,528.48,0.00,99.83,0.33
41,GEREB-036-FIO-24,"Ações De Educação Permanente Em Saúde: Cuidados, Bem Viver, Liberdade E Democracia Como Atributos Éticos Da Educação E Do Trabalho No Sus","Promover Processos De Educação Permanente Em Saúde, Contemplando Curso Formação, Seminários, Oficinas, Congressos, Como Também Promover Estratégias De Comunicação E Sistematização Do Conhecimento, Articulando A Rede Sus, Como Também, Parcerias Internacionais Estratégicas.",Osvaldo Peralta Bonetti,ANGICOS,25027.000252/2024-47,EMENDA PARLAMENTAR,DEP. DAIANA SANTOS,,43320013,Ensino,2024-07-17,2027-12-17,"Ciência, Tecnologia, Saúde E Sociedade",600000.00,592742.66,44500.01,160452.89,0.00,432289.77,432289.77,0.00,27.07,7.42
42,GEREB-028-FIO-24,Promoção Da Saúde Do Campo: As Feiras De Saberes E Sabores Na Formação-Ação Dos Apsc,Contribuir Na Formação-Ação Dos Apsc Com A Construção De Conhecimentos E Troca De Saberes E Sabores Da Agricultura Camponesa Dos Assentados E Assentadas Da Ra Na Sua Inter-Relação Com A Promoção Da Saúde,André Luiz Dutra Fenner,PSAT,25027.000185/2024-61,EMENDA PARLAMENTAR,DEP. NILTO TATTO,,37350005,Ensino,2024-07-11,2027-01-11,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",1000000.00,783163.37,250000.00,684157.52,10000.00,89005.85,89005.85,0.00,87.36,25.00
43,GEREB-037-FIO-24,Fortalecimento Da Rede De Hortos Agroflorestais Medicinais Biodinâmicos (Rhamb) No Sus Como Tecnologia Em Saúde Para Implementação De Práticas Integrativas E Promoção À Saúde Em Territórios Em Situação De Vulnerabilidade Social No Distrito Federal,Fortalecer A Rede Colaborativa Entre Os Hortos Agroflorestais Medicinais Biodinâmicos (Rhamb) Nos Serviços De Saúde Da Secretaria De Estado Da Saúde Do Distrito Federal (Ses/Df).,Wagner De Jesus Martins,COLABORATÓRIO,25027.000281/2024-17,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260008,Pesquisa,2024-07-17,2027-01-17,Saúde E Sustentabilidade Socioambiental,550000.00,582357.39,1650.00,509168.91,31000.00,42188.48,42188.48,0.00,87.43,0.30
44,GEREB-043-FIO-24,Territórios Sustentáveis E Saudáveis Nas Periferias – Cmp/Sp,"""Promover A Saúde Das Populações Vulnerabilizadas, Prioritariamente, Alicerçando-Se Na Tecnociência Solidária E Nas Práticas Integrativa E Complementares Em Saúde Para O Enfrentamento Da Fome E A Insegurança Alimentar E Nutricional Nos Territórios Urbanos.""",Wagner De Jesus Martins,COLABORATÓRIO,25027.000285/2024-97,EMENDA PARLAMENTAR,DEP. VICENTINHO,,19970005,Pesquisa,2024-07-25,2027-09-24,Saúde E Sustentabilidade Socioambiental,850000.00,604321.25,299950.00,449405.89,26133.00,128782.36,128782.36,0.00,74.37,35.29
45,GEREB-040-FIO-24,"Quintais Produtivos E Desenvolvimento Territorial Saudável, Sustentável E Solidário Do Território Pernambucano.","Promover O Uso Saudável, Sustentável E Solidário Dos Territórios, A Partir Da Ativação E Fortalecimento De Processos De Governança Territorial Para Promoção Da Saúde, Soberania Alimentar E Geração De Renda, Com Foco Nos Quintais Produtivos Agroecológicos E Práticas Populares Em Saúde Desenvolvidas Pelas Unidades Produtivas Familiares Pernambucanas.",Wagner De Jesus Martins,COLABORATÓRIO,25027.000296/2024-77,EMENDA PARLAMENTAR,DEP. CARLOS VERAS,,39310004,Pesquisa,2024-07-19,2027-07-19,Saúde E Sustentabilidade Socioambiental,1000000.00,792010.78,250000.00,611221.45,63000.00,117789.33,117789.33,0.00,77.17,25.00
46,GEREB-045-FIO-24,"Formação-Ação Sindical: O Fórum De Saúde, Trabalho E Direito Do Distrito Federal E Região",Desenvolver Estratégias De Promoção Da Saúde Associadas Ao Trabalho.,Jorge Mesquita Huet Machado,PSAT,25027.000319/2024-43,EMENDA PARLAMENTAR,DEP. DAIANA SANTOS,,28260008,Ensino,2024-07-25,2027-07-25,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",500000.00,543441.53,1000.00,536640.51,5850.00,951.02,951.02,0.00,98.75,0.20
47,GEREB-038-FIO-24,Integrando Saúde: Formação-Ação Em Práticas Integrativas No Df,Desenvolver Ações De Formação-Ação Em Práticas Integrativas E Complementares Em Saúde,André Luiz Dutra Fenner,PSAT,25027.000300/2024-05,EMENDA PARLAMENTAR,DEP. DAIANA SANTOS,,28260008,Ensino,2024-07-18,2027-01-18,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",1000000.00,1112721.35,1000.00,732455.61,171647.13,208618.61,208618.61,0.00,65.83,0.10
48,GEREB-044-FIO-24,"Quintais Produtivos E Território Saudáveis, Sustentáveis E Solidários Das Mulheres Camponesas - Marcha Das Margaridas.","Valorar O Uso Dos Quintais Produtivos Saudáveis, Solidários E Sustentáveis A Partir Da Ativação E Fortalecimento De Processos Formativos Para As Unidades Agrícolas Familiares.",Wagner De Jesus Martins,COLABORATÓRIO,25027.000307/2024-19,EMENDA PARLAMENTAR,DEP. BOHN GASS,,28620022,Pesquisa,2024-07-25,2026-10-25,"Ciência, Tecnologia, Saúde E Sociedade",250000.00,261408.94,12500.00,146504.52,15400.00,99504.42,99504.42,0.00,56.04,5.00
49,GEREB-039-FIO-24,Escola De Promotores Populares Em Saúde No Rio Grande Do Sul,"Formar Uma Rede Intersetorial Com Diversos Atores Da Sociedade Civil Organizada, Dos Movimentos Sociais, De Estudantes, De Gestores, De Trabalhadores E Profissionais De Saúde, Por Meio De Atividades E Ações Como Reuniões, Oficinas E Rodas De Conversa No Estado Do Rio Grande Do Sul.",Osvaldo Peralta Bonetti,ANGICOS,25027.000273/2024-62,EMENDA PARLAMENTAR,DEP. BOHN GASS,,28620022,Ensino,2024-07-18,2028-01-18,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",950000.00,672424.09,300000.00,273123.07,41000.00,358301.02,358301.02,0.00,40.62,31.58
50,GEREB-033-FIO-24,"Territórios Saudáveis, Sustentável E Solidário Em Território Rural E Urbano No Pará (Tss-Pa)","Promover A Saúde Das Populações Vulnerabilizadas, Prioritariamente, Alicerçando-Se Na Tecnociência Solidária E Nas Práticas Ntegrativa E Complementares Em Saúde Para O Enfrentamento Da Fome E A Insegurança Alimentar E Nutricional Nos Territórios Rurais E Urbanos",Wagner De Jesus Martins,COLABORATÓRIO,25027.000293/2024-33,EMENDA PARLAMENTAR,DEP. AIRTON FALEIRO,,39010009,Pesquisa,2024-07-16,2027-01-16,"Saúde, Estado E Cooperação Internacional",650000.00,662165.00,32500.00,474691.13,28500.00,158973.87,158973.87,0.00,71.69,5.00
51,GEREB-041-FIO-24,"Plantando Saúde, Plantando Árvores A Formação Dos Agentes Populares Em Saúde Do Campo No Estado Do Rio Grande Do Sul",Qualificar Os Agentes Populares Em Saúde Do Campo Para Atuarem Como Multiplicadores E Formadores Do Processo De Mudança Nas Práticas De Cuidadoscom O Território Na Perspectiva Da Promoção Da Saúde E Da Agroecologia Nos Territórios Da Reforma Agrária No Estado Do Rio Grande Do Sul.,André Luiz Dutra Fenner,PSAT,25027.000280/2024-64,EMENDA PARLAMENTAR,DEP. MARIA DO ROSÁRO,,19830007,Ensino,2024-07-25,2027-01-25,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",600000.00,625381.46,1000.00,491264.14,47000.00,87117.32,87117.32,0.00,78.55,0.17
52,GEREB-048-FIO-24,Promoção Da Saúde E Tecnologias Sociais De Saneamento Rural Com Interações Agroecológicas,Desenvolver Estratégias De Formação-Ação Para A Promoção Da Saúde Associadas Ao Turismo De Base Comunitária.,Jorge Mesquita Huet Machado,PSAT,25027.000271/2024-73,EMENDA PARLAMENTAR,DEP. ODAIR CUNHA,,14070012,Ensino,2024-08-05,2026-08-05,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",400000.00,419784.12,0.00,419647.37,0.00,136.75,136.75,0.00,99.97,0.00
53,GEREB-049-FIO-24,Formação-Ação Em Promoção Da Saúde Das Populações Do Campo Nas Comunidades No Noroeste De Minas Gerais,"Desenvolver Ações E Estratégias De Atenção Integral E Promoção Da Saúde Das Populações Do Campo, Das Florestas E Das Águas.",Jorge Mesquita Huet Machado,PSAT,25027.000298/2024-66,EMENDA PARLAMENTAR,DEP. ROGÉRIO CORREIA,,40640003,Ensino,2024-08-05,2026-08-05,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",450000.00,470629.53,0.00,469199.39,0.00,1430.14,1430.14,0.00,99.70,0.00
54,GEREB-050-FIO-24,"Quintais Produtivos E Desenvolvimento Territorial Saudável, Sustentável E Solidário No Território Bahiano","Promover O Uso Saudável, Sustentável E Solidário Dos Territórios, A Partir Da Ativação E Fortalecimento De Processos De Governança Territorial Para Promoção Da Saúde, Soberania Alimentar E Geração De Renda, Através Das Práticas Populares Em Saúde Desenvolvidas Pelas Unidades Produtivas Familiares Da Região.",Wagner De Jesus Martins,COLABORATÓRIO,25027.000297/2024-11,EMENDA PARLAMENTAR,DEP. DANIEL ALMEIDA,,13390005,Pesquisa,2024-08-06,2026-11-06,Saúde E Sustentabilidade Socioambiental,300000.00,278451.38,44800.00,196279.93,18400.00,63771.45,63771.45,0.00,70.49,14.93
55,GEREB-051-FIO-24,Mãe Nitinha: Um Legado De Tradição E Amorosidade Na Promoção De Cuidado,"Apoiar A Pesquisa E O Registro Sobre A Vida E A Trajetória De Aeronithes Conceição Chagas – Yiá Nitinha De Oxum No Ilê Axé Ya Nassô Osum, Como Mulher, Liderança Política, Religiosa E Cultural Que Por Mais De Seis Décadas Dirigiu Um Espaço De Terreiro De Tradição De Matriz Africana Que Segue Acolhendo, Alimentando E Fortalecendo A Identidade Cultural, A Existência E A Promoção De Saúde E Cuidado Das Pessoas Moradoras Da Comunidade De Miguel Couto, No Município De Nova Iguaçu E Adjacências.",Denise Oliveira e Silva,PALIN,25027.000333/2024-47,EMENDA PARLAMENTAR,DEP. HENIRQUE VIEIRA/TALÍRIA PETRONE,,40700017/44420003,Pesquisa,2024-08-06,2026-08-06,Saúde E Sustentabilidade Socioambiental,850000.00,897416.04,0.00,891333.74,0.00,6082.30,6082.30,0.00,99.32,0.00
56,GEREB-053-FIO-24,Implementação De Hortas Tradicionais Para A Promoção Da Alimentação Adequada E Saudável Em Terreiros Religiosos De Matriz Africana,"Implementar Hortas Comunitárias Em Terreiros De Matriz Africana Para A Promoção Da Soberania, Segurança Alimentar E Nutricional E Saúde.",Denise Oliveira e Silva,PALIN,25027.000335/2024-36,EMENDA PARLAMENTAR,DEP. TARCÍSIO MOTTA,,44830011,Pesquisa,2024-08-12,2026-08-12,Saúde E Sustentabilidade Socioambiental,300000.00,314009.62,0.00,313683.72,0.00,325.90,325.90,0.00,99.90,0.00
57,GEREB-046-FIO-24,"Conexões De Saberes Iii – Ações De Formação, Pesquisa, Inovação Tecnológica E Aplicação Referenciadas Na Educação Popular Em Saúde E Na Promoção Da Equidade","Implementar Processos Educativos, De Pesquisa, Inovação Tecnológica E Promoção Da Equidade, Referenciados Na Educação Popular Em Saúde, Contribuindo Com O Resgate E Implementação Da Política Nacional De Educação Popular Em Saúde No Sistema Único De Saúde, Contribuindo Com A Estruturação De Uma Rede De Educadores(As) Implicados(As) Com A Defesa Do Sus, Da Democracia E Da Equidade.",Osvaldo Peralta Bonetti,ANGICOS,25027.000270/2024-29,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260008,Ensino,2024-07-29,2027-12-31,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",10044584.00,7797359.77,2869584.00,7011283.33,513772.00,272304.44,272304.44,0.00,89.92,28.57
58,GEREB-055-FIO-24,Ações De Promoção Da Política Nacional De Educação Popular Em Saúde No Sistema Único De Saúde,"Contribuir Com O Departamento De Gestão Interfederativa E Participativa Da Secretaria Executiva, Do Ministério Da Saúde (Dgip/Se/Ms) No Processo De Fortalecimento Da Política Nacional De Educação Popular Em Saúde No Âmbito Do Sistema Único De Saúde (Pneps-Sus), Por Meio De Ações De Formação E Mobilização Popular.",Osvaldo Peralta Bonetti,ANGICOS,25027.000282/2024-53,TED,MINISTÉRIO DA SAÚDE,TED MS,21/2024,Ensino,2024-08-20,2027-07-31,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",7000000.00,5293448.31,2000000.00,4467962.15,258701.20,566784.96,566784.96,0.00,84.41,28.57
59,GEREB-056-FIO-24,"Subsídios Para A Formulação De Políticas Públicas Para Promoção Da Saúde E Da Soberania, Segurança Alimentar E Nutricional Em Comunidades E Povos De Terreiros Religiosos Na Ride-Df","Apresentar Subsídios Para Caracterizar Comunidades E Povos De Terreiros Religiosos De Matriz Africana Da Ride-Df Como Equipamentos Públicos De Promoção A Saúde, Soberania, Segurança Alimentar E Nutricional.",Denise Oliveira e Silva,PALIN,25027.000334/2024-91,EMENDA PARLAMENTAR,DEP. ERIKA KOKAY,,28260008,Pesquisa,2024-10-09,2026-10-09,Saúde E Sustentabilidade Socioambiental,1700000.00,830395.91,905416.00,807583.50,12000.00,10812.41,10812.41,0.00,97.25,53.26
60,GEREB-058-FIO-24,Fortalecimento Da Política De Enfrentamento Ao Superencarceramento E Fomento À Reintegração Social - Alternativas Penais,"Desenvolver E Aplicar Estratégias De Apoio À Gestão, Inovação, Formação, Pesquisa E Divulgação De Conhecimento Para O Fortalecimento E Regionalização Das Alternativas Ao Cárcere E Da Reintegração Social.",André Vinícius Pires Guerrero,NUSMAD,25027.000308/2024-63,TED,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,TED MJSP,28763109/2024,Extensão,2024-10-21,2027-10-21,"Ciência, Tecnologia, Saúde E Sociedade",15012998.40,3346577.29,12068187.11,2102163.24,66000.00,1178414.05,1178414.05,0.00,62.82,80.38
61,GEREB-060-FIO-24,"Rua Sentinela: Monitoramento E Fortalecimento Das Políticas Públicas Do Sus E Do Suas Para A População Em Situação De Rua, Nos Territórios.","Promover A Melhoria Do Acesso A Serviços Públicos No Sus E No Suas, Para A População Em Situação De Rua (Psr), Por Meio Do Fortalecimento Das Políticas Públicas, Do Monitoramento Eficaz E Da Promoção De Ações Integradas E Colaborativas.",José Antonio Silvestre Fernandes Neto,GABINETE,25027.000356/2024-51,EMENDA PARLAMENTAR,DEP. ERIKA HILTON,,43680013,Pesquisa,2024-12-09,2026-12-09,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",1000000.00,774793.45,250000.00,737212.81,4600.00,32980.64,32980.64,0.00,95.15,25.00
62,GEREB-059-FIO-24,Desenvolvimento Agrário E Promoção Da Saúde: Construindo Participação Social E Incidência Política,"Apoiar Ações De Mobilização E Participação Social, Junto As 27 (Vinte E Sete) Unidades Federativas, Envolvendo As Temáticas Do Desenvolvimento Agrário, Da Agricultura Familiar E Da Promoção A Saúde",André Luiz Dutra Fenner,PSAT,25027.000402/2024-12,TED,MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO E AGRICULTURA FAMILIAR,TED MDA,30879420240057-00361,Ensino,2024-12-05,2027-05-28,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",4605581.00,3820006.20,1000000.00,3743041.57,200000.00,-123035.37,-123035.37,0.00,97.99,21.71
